s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-8.9265829E-002, 2.0749757E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9263754E-002, 0.0000000E+000, 0.0000000E+000
 1.8066137E+000, 6.8056628E-003,-4.1119752E-003, 1.9955332E+000,-6.5329524E-006,-9.8564096E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.4612395E-002, 1.9982193E+000, 1.6379721E-007, 1.6379721E-007
 3.6352448E+000, 6.0193057E-002, 1.3570565E-005,-1.8656008E+000,-2.0296286E-004,-6.7391592E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9437276E-002,-1.8056038E+000, 1.1200518E-006, 1.1200518E-006
 5.4067311E+000, 1.2914223E-001,-8.2118696E-005,-7.5356183E-001,-9.4858477E-004,-1.8018012E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3833157E-001,-6.2546831E-001, 2.9950959E-006, 2.9950959E-006
 7.2067895E+000, 1.1306367E-001,-4.2430157E-004,-2.8755166E+000,-2.3035153E-003,-3.4749624E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7398782E-001,-2.7652155E+000, 5.7809126E-006, 5.7809126E-006
 9.0045624E+000, 5.5415433E-001,-8.8569844E-002,-6.5825385E+000,-5.6453646E-003,-5.7131243E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9522950E-001,-6.1226565E+000, 9.5073444E-006, 9.5073444E-006
 1.0802336E+001, 6.3485127E-001,-1.1938238E-001,-5.9409733E+000,-1.3464441E-002,-8.4994562E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4753433E-001,-5.4390538E+000, 1.4151605E-005, 1.4151605E-005
 1.2600108E+001, 5.3342533E-001,-9.1586020E-002,-1.8654431E+000,-1.7907960E-002,-1.1845375E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2351819E-001,-1.4416303E+000, 1.9719551E-005, 1.9719551E-005
 1.4467026E+001, 1.2332551E+000,-2.2915652E-001, 8.4708195E-002,-2.5500435E-002,-1.5838667E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0185655E+000, 1.0631479E+000, 2.6348093E-005, 2.6348093E-005
 1.6264799E+001, 1.6105996E+000,-3.0397724E-001, 2.0111128E-001,-3.5923680E-002,-2.0401040E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2263926E+000, 1.4716059E+000, 3.3930154E-005, 3.3930154E-005
 1.8062572E+001, 1.9362976E+000,-3.6193095E-001, 2.1329783E+000,-3.9002863E-002,-2.5439047E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4785014E+000, 3.6680877E+000, 4.2304685E-005, 4.2304685E-005
 1.9860344E+001, 2.4039517E+000,-4.5052204E-001, 1.8510607E+000,-3.5502225E-002,-3.1030491E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9197710E+000, 3.7686779E+000, 5.1602903E-005, 5.1602903E-005
 2.1658117E+001, 2.7917652E+000,-5.2582157E-001, 7.4466912E-001,-3.6121932E-002,-3.7175882E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2192278E+000, 2.9741191E+000, 6.1824807E-005, 6.1824807E-005
 2.3455891E+001, 3.2807130E+000,-6.1071779E-001, 9.6067828E-001,-4.6666494E-002,-4.3876588E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6155781E+000, 3.5835682E+000, 7.2970398E-005, 7.2970398E-005
 2.5253664E+001, 3.9314278E+000,-6.5221478E-001, 7.0525221E-001,-7.8962937E-002,-5.1128484E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2210149E+000, 3.9049910E+000, 8.5039674E-005, 8.5039674E-005
 2.7051435E+001, 4.5718034E+000,-6.8064721E-001, 9.4324237E-001,-1.2888249E-001,-5.8932321E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8055885E+000, 4.7049268E+000, 9.8032637E-005, 9.8032637E-005
 2.8849209E+001, 5.1433497E+000,-7.2189983E-001, 7.2084159E-001,-1.7815964E-001,-6.7291805E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2740468E+000, 4.9634589E+000, 1.1194929E-004, 1.1194929E-004
 3.0646982E+001, 5.8021126E+000,-7.4557835E-001,-1.3344438E+000,-2.3443025E-001,-7.6207817E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8352507E+000, 3.4868981E+000, 1.2678962E-004, 1.2678962E-004
 3.2444756E+001, 6.5914867E+000,-8.3600492E-001,-2.3260453E+000,-3.0659397E-001,-8.5681938E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5647435E+000, 3.1219857E+000, 1.4255364E-004, 1.4255364E-004
 3.4225300E+001, 7.3080012E+000,-9.1164043E-001,-1.6876174E+000,-3.8999889E-001,-9.5648610E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0612436E+000, 4.3177880E+000, 1.5914392E-004, 1.5914392E-004
 3.6021778E+001, 8.0696348E+000,-9.5640127E-001,-1.0170117E+000,-5.1360114E-001,-1.0614886E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4608356E+000, 5.5815592E+000, 1.7663689E-004, 1.7663689E-004
 3.7818253E+001, 9.0296272E+000,-1.0918735E+000, 3.7289773E-002,-6.4304823E-001,-1.1726404E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2193579E+000, 7.3308227E+000, 1.9514725E-004, 1.9514725E-004
 3.9614731E+001, 1.0001797E+001,-1.1770326E+000, 1.1116224E+000,-7.5666567E-001,-1.2892025E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1490601E+000, 9.1784324E+000, 2.1457997E-004, 2.1457997E-004
 4.1411209E+001, 1.0925181E+001,-1.2758869E+000, 1.0134222E+000,-8.8016933E-001,-1.4113227E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9160675E+000, 9.7811357E+000, 2.3493504E-004, 2.3493504E-004
 4.3207684E+001, 1.1830161E+001,-1.3233313E+000, 3.5763312E-001,-9.4059212E-001,-1.5391606E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5472860E+000, 9.9223312E+000, 2.5621246E-004, 2.5621246E-004
 4.5004162E+001, 1.2779616E+001,-1.4222364E+000, 2.4532782E-001,-1.0801286E+000,-1.6725689E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0134844E+001, 1.0520906E+001, 2.7842724E-004, 2.7842724E-004
 4.6844002E+001, 1.3919685E+001,-1.5385912E+000, 2.7620760E-001,-1.2220990E+000,-1.8131842E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1153706E+001, 1.1433389E+001, 3.0186161E-004, 3.0186161E-004
 4.8615700E+001, 1.5121055E+001,-1.6513586E+000, 5.5213556E-001,-1.3369608E+000,-1.9582718E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2173536E+001, 1.2682913E+001, 3.2604273E-004, 3.2604273E-004
 5.0455540E+001, 1.6302466E+001,-1.7975818E+000, 1.3721371E+000,-1.4231885E+000,-2.1088462E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3117743E+001, 1.4451724E+001, 3.5116162E-004, 3.5116162E-004
 5.2227238E+001, 1.7497590E+001,-1.9215448E+000, 1.4137917E+000,-1.5967250E+000,-2.2649728E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4018762E+001, 1.5390847E+001, 3.7720657E-004, 3.7720657E-004
 5.4067078E+001, 1.8738240E+001,-2.0557623E+000, 3.4531495E-001,-1.9237531E+000,-2.4261226E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4793789E+001, 1.5101614E+001, 4.0418931E-004, 4.0418931E-004
 5.5838776E+001, 2.0033104E+001,-2.1820204E+000,-3.7444077E-001,-2.1910015E+000,-2.5934293E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5841937E+001, 1.5283047E+001, 4.3209811E-004, 4.3209811E-004
 5.7610474E+001, 2.1248277E+001,-2.3111596E+000,-4.3451368E-001,-2.4714778E+000,-2.7634234E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6514822E+001, 1.6028363E+001, 4.6038891E-004, 4.6038891E-004
 5.9450314E+001, 2.2632851E+001,-2.4595382E+000,-1.4375514E-001,-2.7480165E+000,-2.9419925E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7372291E+001, 1.7278599E+001, 4.9014983E-004, 4.9014983E-004
 6.1222012E+001, 2.4130502E+001,-2.5648298E+000, 4.9667954E-001,-2.7870623E+000,-3.1258637E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8561703E+001, 1.9272164E+001, 5.2083680E-004, 5.2083680E-004
 6.3061852E+001, 2.5664181E+001,-2.6609022E+000, 9.6097059E-001,-2.9578566E+000,-3.3154427E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0128944E+001, 2.1003077E+001, 5.5246156E-004, 5.5246156E-004
 6.4833549E+001, 2.7279037E+001,-2.8677351E+000, 9.6222030E-001,-3.3207727E+000,-3.5104805E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1239342E+001, 2.2049239E+001, 5.8501238E-004, 5.8501238E-004
 6.6605247E+001, 2.8621022E+001,-2.9217400E+000, 7.5705498E-001,-3.4079344E+000,-3.7073318E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2467114E+001, 2.3044695E+001, 6.1785762E-004, 6.1785762E-004
 6.8445084E+001, 3.0202725E+001,-3.0270729E+000, 4.8917915E-001,-3.8834695E+000,-3.9127767E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3374876E+001, 2.3777449E+001, 6.5226056E-004, 6.5226056E-004
 7.0216782E+001, 3.1817607E+001,-3.2159351E+000, 4.8432080E-001,-4.2870306E+000,-4.1240613E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4425307E+001, 2.4794838E+001, 6.8758955E-004, 6.8758955E-004
 7.2056625E+001, 3.3656456E+001,-3.5543144E+000, 1.0114672E+000,-4.8905125E+000,-4.3409444E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5216919E+001, 2.6218755E+001, 7.2385634E-004, 7.2385634E-004
 7.3828323E+001, 3.5367022E+001,-3.7029750E+000, 1.5870330E+000,-5.0709107E+000,-4.5632541E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6384573E+001, 2.8175606E+001, 7.6104918E-004, 7.6104918E-004
 7.5600021E+001, 3.7036507E+001,-3.7900373E+000, 1.5491797E+000,-5.4275907E+000,-4.7874279E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7431303E+001, 2.9363271E+001, 7.9844885E-004, 7.9844885E-004
 7.7439857E+001, 3.8959706E+001,-3.9198893E+000, 9.9685830E-001,-5.9677210E+000,-5.0207706E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9046195E+001, 3.0063933E+001, 8.3749381E-004, 8.3749381E-004
 7.9211555E+001, 4.0700831E+001,-4.2901242E+000, 2.6742970E-001,-6.3375049E+000,-5.2604818E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9768774E+001, 3.0335371E+001, 8.7746483E-004, 8.7746483E-004
 8.1051399E+001, 4.2475259E+001,-4.3292176E+000, 6.6477084E-003,-6.6357233E+000,-5.5049517E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0831435E+001, 3.1511461E+001, 9.1837364E-004, 9.1837364E-004
 8.2823097E+001, 4.4561421E+001,-4.5230102E+000, 2.7992113E-001,-7.1032562E+000,-5.7545926E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2438548E+001, 3.3209322E+001, 9.6020850E-004, 9.6020850E-004
 8.4662933E+001, 4.6555570E+001,-4.6360666E+000, 7.6282075E-001,-7.4846435E+000,-6.0106820E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4004647E+001, 3.5191670E+001, 1.0029811E-003, 1.0029811E-003
 8.6434631E+001, 4.8709776E+001,-4.9868116E+000, 9.8812302E-001,-8.0618063E+000,-6.2709139E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5440423E+001, 3.6643010E+001, 1.0466798E-003, 1.0466798E-003
 8.8206329E+001, 5.0765574E+001,-5.3354192E+000, 8.1491986E-001,-8.5760452E+000,-6.5315908E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6242987E+001, 3.7662498E+001, 1.0904626E-003, 1.0904626E-003
 9.0046165E+001, 5.2602696E+001,-5.6327575E+000, 6.7253838E-001,-8.9141362E+000,-6.8054205E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7376290E+001, 3.8721535E+001, 1.1360135E-003, 1.1360135E-003
 9.1817863E+001, 5.4760149E+001,-5.6926925E+000, 9.3395399E-001,-9.5986518E+000,-7.0833561E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8835533E+001, 4.0395675E+001, 1.1824903E-003, 1.1824903E-003
 9.3657707E+001, 5.7320332E+001,-5.9849337E+000, 1.3175451E+000,-1.0145925E+001,-7.3646140E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0973711E+001, 4.2499653E+001, 1.2299050E-003, 1.2299050E-003
 9.5429405E+001, 5.9432748E+001,-6.2134804E+000, 1.4412699E+000,-1.0358127E+001,-7.6530581E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2591620E+001, 4.4294758E+001, 1.2782457E-003, 1.2782457E-003
 9.7201103E+001, 6.1652839E+001,-6.4536723E+000, 1.2113694E+000,-1.0690343E+001,-7.9432726E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4627701E+001, 4.5712250E+001, 1.3265830E-003, 1.3265830E-003
 9.9040939E+001, 6.4014960E+001,-6.5828247E+000, 8.2048588E-001,-1.0975272E+001,-8.2407695E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6061116E+001, 4.7269108E+001, 1.3767758E-003, 1.3767758E-003
 1.0081264E+002, 6.6186507E+001,-6.9676319E+000, 6.3788174E-001,-1.1552600E+001,-8.5448641E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6929943E+001, 4.8295612E+001, 1.4278947E-003, 1.4278947E-003
 1.0265248E+002, 6.8983950E+001,-7.4703574E+000, 9.6501100E-001,-1.2953039E+001,-8.8563059E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8212777E+001, 4.9516708E+001, 1.4799514E-003, 1.4799514E-003
 1.0442418E+002, 7.1157232E+001,-7.7629340E+000, 1.4099096E+000,-1.3832012E+001,-9.1712763E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8882065E+001, 5.0963024E+001, 1.5329342E-003, 1.5329342E-003
 1.0626521E+002, 7.3937323E+001,-8.1232339E+000, 1.2067172E+000,-1.4973861E+001,-9.4946713E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0012103E+001, 5.2037450E+001, 1.5868377E-003, 1.5868377E-003
 1.0804494E+002, 7.6218097E+001,-8.4651142E+000, 8.8998275E-001,-1.5917111E+001,-9.8228367E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1265340E+001, 5.2716032E+001, 1.6418270E-003, 1.6418270E-003
 1.0982467E+002, 7.8791922E+001,-8.8696503E+000, 9.8311980E-001,-1.6550718E+001,-1.0143145E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1853616E+001, 5.4344530E+001, 1.6967997E-003, 1.6967997E-003
 1.1160441E+002, 8.1577850E+001,-9.2570311E+000, 1.3891419E+000,-1.6873002E+001,-1.0479942E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4675357E+001, 5.6826478E+001, 1.7526776E-003, 1.7526776E-003
 1.1345006E+002, 8.4219997E+001,-9.3581408E+000, 1.2902566E+000,-1.8085017E+001,-1.0825012E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6289241E+001, 5.8056270E+001, 1.8105236E-003, 1.8105236E-003
 1.1522979E+002, 8.6866249E+001,-1.0077365E+001, 9.4304355E-001,-1.9300682E+001,-1.1176251E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6892987E+001, 5.8420069E+001, 1.8693030E-003, 1.8693030E-003
 1.1700952E+002, 8.9607407E+001,-1.0218231E+001, 1.0364270E+000,-1.9485807E+001,-1.1522009E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8967178E+001, 6.0928275E+001, 1.9279302E-003, 1.9279302E-003
 1.1885517E+002, 9.2544736E+001,-1.0504977E+001, 1.4733390E+000,-1.9295297E+001,-1.1883193E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1379070E+001, 6.4205917E+001, 1.9885764E-003, 1.9885764E-003
 1.2063490E+002, 9.5592170E+001,-1.1029909E+001, 1.4403185E+000,-2.0178097E+001,-1.2250621E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3271569E+001, 6.5812231E+001, 2.0501560E-003, 2.0501560E-003
 1.2241463E+002, 9.7910928E+001,-1.1767483E+001, 1.1772713E+000,-2.1754826E+001,-1.2617080E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2169964E+001, 6.5553273E+001, 2.1115324E-003, 2.1115324E-003
 1.2426028E+002, 1.0127863E+002,-1.2249610E+001, 1.4360857E+000,-2.2898780E+001,-1.2991971E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4801691E+001, 6.7553330E+001, 2.1749788E-003, 2.1749788E-003
 1.2604002E+002, 1.0415736E+002,-1.2706008E+001, 1.5125025E+000,-2.3030674E+001,-1.3372311E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6930311E+001, 6.9919804E+001, 2.2393585E-003, 2.2393585E-003
 1.2783930E+002, 1.0726168E+002,-1.3330449E+001, 1.2753971E+000,-2.3768890E+001,-1.3754250E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8884859E+001, 7.1423984E+001, 2.3037387E-003, 2.3037387E-003
 1.2963678E+002, 1.1034658E+002,-1.4115213E+001, 1.3812112E+000,-2.5197744E+001,-1.4145632E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9543453E+001, 7.2400689E+001, 2.3694950E-003, 2.3694950E-003
 1.3146635E+002, 1.1334691E+002,-1.4474619E+001, 1.7315371E+000,-2.6001933E+001,-1.4539612E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1587346E+001, 7.4587356E+001, 2.4368092E-003, 2.4368092E-003
 1.3322818E+002, 1.1632129E+002,-1.4850045E+001, 1.6030239E+000,-2.6777480E+001,-1.4943740E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3635313E+001, 7.6281846E+001, 2.5042839E-003, 2.5042839E-003
 1.3505380E+002, 1.2004320E+002,-1.5892386E+001, 1.3144029E+000,-2.7948402E+001,-1.5348579E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5331182E+001, 7.7501468E+001, 2.5725238E-003, 2.5725238E-003
 1.3686223E+002, 1.2290527E+002,-1.6558871E+001, 1.2509786E+000,-2.9838859E+001,-1.5758204E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4802668E+001, 7.7742762E+001, 2.6426526E-003, 2.6426526E-003
 1.3865472E+002, 1.2623423E+002,-1.6915779E+001, 1.4426963E+000,-3.0204715E+001,-1.6178590E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7905683E+001, 8.0540251E+001, 2.7130437E-003, 2.7130437E-003
 1.4043710E+002, 1.2954914E+002,-1.7914666E+001, 1.0571217E+000,-3.1239103E+001,-1.6595669E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8040097E+001, 8.1435900E+001, 2.7838784E-003, 2.7838784E-003
 1.4220758E+002, 1.3244392E+002,-1.8514036E+001, 9.3720242E-001,-3.1922929E+001,-1.7016343E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9899224E+001, 8.2927142E+001, 2.8552682E-003, 2.8552682E-003
 1.4404111E+002, 1.3643784E+002,-1.9823679E+001, 1.2118222E+000,-3.2978252E+001,-1.7452234E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2182716E+001, 8.4830281E+001, 2.9285324E-003, 2.9285324E-003
 1.4582910E+002, 1.4008527E+002,-2.0285005E+001, 1.4111509E+000,-3.4338353E+001,-1.7896995E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4034822E+001, 8.6855163E+001, 3.0030934E-003, 3.0030934E-003
 1.4762271E+002, 1.4324949E+002,-2.0929910E+001, 1.1617405E+000,-3.5961744E+001,-1.8339525E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4746576E+001, 8.7501239E+001, 3.0776641E-003, 3.0776641E-003
 1.4942339E+002, 1.4684623E+002,-2.1518993E+001, 1.2102454E+000,-3.7312851E+001,-1.8782008E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6632400E+001, 8.9205853E+001, 3.1535067E-003, 3.1535067E-003
 1.5122322E+002, 1.5001702E+002,-2.1632238E+001, 1.4406606E+000,-3.8988617E+001,-1.9234964E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7587693E+001, 9.0817589E+001, 3.2303622E-003, 3.2303622E-003
 1.5302356E+002, 1.5436022E+002,-2.2512165E+001, 1.4605337E+000,-4.0416795E+001,-1.9697750E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0417672E+001, 9.2872098E+001, 3.3081357E-003, 3.3081357E-003
 1.5480168E+002, 1.5820267E+002,-2.4032200E+001, 1.2905699E+000,-4.1173714E+001,-2.0163001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1384512E+001, 9.4267161E+001, 3.3864189E-003, 3.3864189E-003
 1.5660188E+002, 1.6097759E+002,-2.4165301E+001, 1.4610777E+000,-4.1862564E+001,-2.0637577E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2897765E+001, 9.6390168E+001, 3.4656135E-003, 3.4656135E-003
 1.5845122E+002, 1.6486584E+002,-2.4562225E+001, 1.4744343E+000,-4.3243726E+001,-2.1125050E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5406038E+001, 9.8513195E+001, 3.5472196E-003, 3.5472196E-003
 1.6020303E+002, 1.6932284E+002,-2.6140825E+001, 1.4408720E+000,-4.4726380E+001,-2.1600252E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0061404E+002, 9.9874909E+001, 3.6287610E-003, 3.6287610E-003
 1.6203662E+002, 1.7218678E+002,-2.7048118E+001, 1.3800297E+000,-4.6855844E+001,-2.2089653E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5943696E+001, 9.9640754E+001, 3.7108874E-003, 3.7108874E-003
 1.6385223E+002, 1.7757250E+002,-2.9190391E+001, 1.5621038E+000,-4.8609813E+001,-2.2585197E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8054624E+001, 1.0131182E+002, 3.7953520E-003, 3.7953520E-003
 1.6561243E+002, 1.8021353E+002,-2.9363800E+001, 1.3715630E+000,-5.0626391E+001,-2.3078573E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8379960E+001, 1.0157183E+002, 3.8791529E-003, 3.8791529E-003
 1.6742384E+002, 1.8426293E+002,-3.1020493E+001, 1.3252662E+000,-5.2161611E+001,-2.3577739E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9344830E+001, 1.0238251E+002, 3.9637863E-003, 3.9637863E-003
 1.6921448E+002, 1.8872079E+002,-3.1140442E+001, 1.4359776E+000,-5.2805426E+001,-2.4087841E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0332152E+002, 1.0618681E+002, 4.0498682E-003, 4.0498682E-003
 1.7104779E+002, 1.9212279E+002,-3.0930188E+001, 1.5726385E+000,-5.3967920E+001,-2.4610278E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0476588E+002, 1.0877271E+002, 4.1375949E-003, 4.1375949E-003
 1.7283626E+002, 1.9726627E+002,-3.2270049E+001, 1.6063238E+000,-5.5114507E+001,-2.5137605E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0819234E+002, 1.1146290E+002, 4.2261861E-003, 4.2261861E-003
 1.7464807E+002, 2.0100524E+002,-3.3581497E+001, 1.7938923E+000,-5.6472414E+001,-2.5649961E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0861406E+002, 1.1271957E+002, 4.3150959E-003, 4.3150959E-003
 1.7643340E+002, 2.0571199E+002,-3.6383713E+001, 1.8111243E+000,-5.8933826E+001,-2.6172056E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0797191E+002, 1.1217940E+002, 4.4047229E-003, 4.4047229E-003
 1.7824715E+002, 2.0919214E+002,-3.6122563E+001, 1.7053408E+000,-5.9727848E+001,-2.6713878E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1246385E+002, 1.1502036E+002, 4.4954207E-003, 4.4954207E-003
 1.8002089E+002, 2.1358754E+002,-3.6940444E+001, 1.5783549E+000,-5.9013966E+001,-2.7263070E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1634450E+002, 1.1918422E+002, 4.5868591E-003, 4.5868591E-003
